Site,Species,Hour,Minutes,NightLight_10K,NightLight_5K,NightLight_3K
Caetetus,Tayassu_pecari,11,15,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,49,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,27,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,1,13,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,24,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,23,19,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,33,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,30,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,24,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,21,23,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,13,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,44,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,17,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,4,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,22,15,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,49,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,3,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,58,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,5,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,27,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,54,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,1,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,40,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,21,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,42,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,55,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,41,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,49,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,47,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,46,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,1,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,6,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,13,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,2,10,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,30,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,12,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,24,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,46,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,20,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,39,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,56,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,52,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,13,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,56,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,19,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,6,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,20,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,3,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,11,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,34,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,29,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,39,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,59,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,3,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,59,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,57,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,39,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,45,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,32,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,18,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,54,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,12,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,2,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,27,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,33,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,22,6,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,6,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,4,25,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,49,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,0,13,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,45,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,29,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,51,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,20,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,29,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,52,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,19,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,26,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,8,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,3,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,39,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,18,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,45,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,18,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,5,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,31,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,35,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,59,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,35,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,49,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,41,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,25,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,23,43,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,23,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,51,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,21,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,26,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,7,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,54,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,29,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,32,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,49,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,37,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,58,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,11,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,42,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,8,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,50,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,46,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,19,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,43,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,6,43,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,20,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,22,15,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,51,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,2,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,18,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,2,18,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,23,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,33,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,49,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,21,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,21,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,3,38,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,42,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,59,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,7,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,49,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,57,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,39,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,34,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,19,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,1,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,44,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,17,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,20,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,22,55,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,6,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,6,25,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,48,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,48,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,55,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,8,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,3,29,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,39,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,12,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,25,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,55,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,42,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,55,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,7,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,19,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,7,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,19,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,41,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,27,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,59,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,41,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,22,3,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,40,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,15,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,21,44,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,24,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,43,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,8,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,3,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,20,57,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,55,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,28,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,24,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,1,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,1,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,52,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,22,46,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,1,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,51,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,20,52,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,46,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,16,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,50,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,21,33,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,31,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,51,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,22,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,20,38,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,7,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,21,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,58,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,1,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,6,58,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,21,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,2,59,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,7,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,7,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,23,7,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,30,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,29,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,19,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,33,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,40,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,48,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,8,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,24,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,13,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,6,46,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,55,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,4,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,52,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,1,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,27,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,35,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,16,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,21,20,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,25,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,58,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,20,59,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,37,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,43,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,35,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,51,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,42,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,32,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,23,8,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,22,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,0,28,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,22,48,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,39,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,55,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,34,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,19,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,5,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,16,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,56,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,25,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,28,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,26,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,27,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,23,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,57,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,20,18,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,5,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,53,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,48,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,6,57,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,5,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,49,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,23,6,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,45,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,5,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,4,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,6,55,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,1,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,50,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,4,19,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,5,6,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,47,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,45,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,42,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,1,16,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,6,43,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,36,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,6,33,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,21,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,6,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,21,33,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,0,19,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,2,10,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,36,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,57,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,16,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,27,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,3,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,5,56,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,6,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,36,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,38,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,10,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,17,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,2,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,37,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,48,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,16,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,5,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,32,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,56,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,11,52,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,47,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,44,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,15,38,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,43,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,31,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,2,26,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,1,53,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,12,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,27,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,22,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,13,42,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,47,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,24,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,1,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,14,11,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,59,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,57,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,7,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,51,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,9,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,33,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,25,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,45,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,5,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,21,46,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,50,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,3,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,42,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,20,34,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,20,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,7,42,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,13,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,16,18,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,19,13,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,36,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,9,10,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,12,22,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,56,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,18,0,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,8,14,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,10,56,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,22,41,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,23,2,0.202489004,0.074653298,0.051570699
Caetetus,Tayassu_pecari,17,38,0.202489004,0.074653298,0.051570699
