Site,Species,Hour,Minutes,NightLight_10K,NightLight_5K,NightLight_3K
Martinopolis,Dasyprocta_azarae,9,47,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,13,32,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,30,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,1,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,13,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,3,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,21,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,11,7,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,12,6,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,14,19,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,1,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,19,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,13,54,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,6,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,25,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,11,0,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,49,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,51,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,14,28,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,40,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,14,46,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,40,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,0,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,32,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,15,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,15,42,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,35,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,33,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,14,9,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,1,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,18,4,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,12,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,4,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,3,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,32,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,14,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,20,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,11,52,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,52,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,45,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,12,30,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,42,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,4,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,42,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,7,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,19,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,37,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,58,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,6,31,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,5,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,54,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,42,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,6,49,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,53,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,12,22,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,14,7,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,49,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,25,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,3,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,12,37,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,15,27,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,11,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,5,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,24,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,19,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,12,29,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,15,42,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,59,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,13,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,5,47,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,11,1,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,15,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,6,56,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,1,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,46,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,49,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,14,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,30,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,12,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,41,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,0,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,12,6,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,39,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,6,22,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,13,57,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,15,17,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,19,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,16,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,0,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,15,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,4,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,6,19,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,37,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,47,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,11,14,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,27,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,6,55,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,13,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,13,31,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,14,1,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,45,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,30,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,19,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,11,20,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,12,17,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,56,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,44,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,30,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,13,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,5,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,10,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,52,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,21,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,44,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,11,36,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,14,3,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,11,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,15,48,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,22,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,1,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,6,25,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,12,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,11,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,11,29,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,12,2,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,29,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,18,0,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,49,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,54,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,49,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,9,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,25,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,37,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,20,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,29,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,11,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,26,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,18,25,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,23,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,35,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,18,36,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,13,39,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,10,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,18,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,16,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,16,11,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,8,49,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,33,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,4,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,10,12,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,7,40,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,14,30,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,9,23,0.057776,0.040970702,0.0374314
Martinopolis,Dasyprocta_azarae,17,42,0.057776,0.040970702,0.0374314
Mococa,Dasyprocta_azarae,15,14,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,10,35,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,15,51,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,16,29,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,17,0,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,16,34,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,16,44,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,15,44,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,16,48,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,10,8,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,10,52,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,12,44,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,12,49,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,17,9,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,17,22,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,18,4,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,6,19,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,20,52,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,21,1,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,10,57,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,11,1,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,20,15,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,0,4,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,17,38,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,17,36,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,15,51,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,16,10,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,17,12,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,12,58,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,13,0,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,19,26,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,6,1,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,16,21,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,10,34,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,11,0,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,16,55,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,16,53,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,15,19,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,10,42,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,11,57,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,16,47,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,4,32,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,19,0,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,7,45,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,8,28,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,14,45,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,15,26,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,14,1,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,9,20,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,8,39,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,7,7,0.203025997,0.243810996,0.141568005
Mococa,Dasyprocta_azarae,7,47,0.203025997,0.243810996,0.141568005
Morro_do_Diabo,Dasyprocta_azarae,16,23,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,32,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,10,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,48,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,24,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,36,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,11,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,39,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,42,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,55,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,31,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,59,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,51,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,38,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,42,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,55,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,41,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,13,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,28,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,24,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,58,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,44,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,31,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,8,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,21,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,38,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,13,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,8,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,33,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,34,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,25,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,15,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,43,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,49,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,27,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,35,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,13,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,22,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,31,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,26,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,47,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,32,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,57,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,59,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,35,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,23,11,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,22,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,40,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,16,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,56,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,30,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,36,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,44,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,22,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,56,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,8,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,43,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,34,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,11,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,6,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,8,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,24,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,44,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,54,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,35,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,17,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,13,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,55,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,35,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,33,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,27,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,12,19,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,26,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,35,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,17,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,49,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,23,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,12,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,10,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,39,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,4,57,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,42,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,18,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,12,41,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,59,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,38,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,12,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,5,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,27,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,13,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,12,44,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,49,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,5,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,17,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,52,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,21,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,24,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,53,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,40,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,5,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,12,41,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,22,0.018761801,0.00978855,0.00837203
