Site	UnPlot	UniquePair	Treatment	Time	RealTime	jaccdist	Heucdist	Abund	Estar	Hstar	Dstar	Adpalms
VGM	VGMclosed1	VGM1	closed	60	61	0,607989709	0,700313982	15	0,716537372	0,996023003	3,456414214	9
VGM	VGMopen1	VGM1	open	60	61	0,61696533	0,817414472	10	0,6600139	0,754552201	2,644135772	9
VGM	VGMclosed10	VGM10	closed	60	61	0,491036967	0,619217427	48	0,583820141	2,709953195	10,21660167	5
VGM	VGMopen10	VGM10	open	60	61	0,531158216	0,602791947	26	0,569787961	1,052638657	3,552923179	5
VGM	VGMclosed11	VGM11	closed	60	61	0,466743964	0,567684151	62	0,549371025	1,546077107	5,301601892	7
VGM	VGMopen11	VGM11	open	60	61	0,621188907	0,755502488	50	0,44589186	0,798056375	2,620595604	7
VGM	VGMclosed12	VGM12	closed	60	61	0,60775091	0,843615828	43	0,640002678	2,187989274	7,90336312	26
VGM	VGMopen12	VGM12	open	60	61	0,599968689	0,815146839	42	0,606560215	1,549216601	5,619039501	26
VGM	VGMclosed14	VGM14	closed	60	61	0,702145226	0,981952629	37	0,654541509	1,336658201	5,288019019	25
VGM	VGMopen14	VGM14	open	60	61	0,591373865	0,768026715	24	0,525237119	0,823856444	2,814924077	25
VGM	VGMclosed15	VGM15	closed	60	61	0,590379991	0,745651676	40	0,59479242	1,59652553	5,089876495	23
VGM	VGMopen15	VGM15	open	60	61	0,68538057	0,947362104	16	0,784431715	1,081096936	3,719842244	23
VGM	VGMclosed4	VGM4	closed	60	61	0,524782359	0,568919646	95	0,50197448	2,51044332	8,897793868	0
VGM	VGMopen4	VGM4	open	60	61	0,631111191	0,82345207	69	0,475417284	0,947119099	3,105116023	0
VGM	VGMclosed5	VGM5	closed	60	61	0,597013291	0,656204921	89	0,559898363	1,87695605	7,452544152	8
VGM	VGMopen5	VGM5	open	60	61	0,609008721	0,843318726	34	0,757369476	2,393286117	9,94902956	8
VGM	VGMclosed6	VGM6	closed	60	61	0,53279079	0,707685244	49	0,770778748	2,829134038	13,14072075	7
VGM	VGMopen6	VGM6	open	60	61	0,588370821	0,598697836	77	0,47475059	1,830824651	6,168861245	7
VGM	VGMclosed7	VGM7	closed	60	61	0,569544235	0,726713424	54	0,562796729	2,832721221	9,866710766	0
VGM	VGMopen7	VGM7	open	60	61	0,480112527	0,49691993	39	0,64744025	1,300742669	4,260921391	0
VGM	VGMclosed8	VGM8	closed	60	61	0,556837998	0,695783825	37	0,841360346	2,837825164	12,01387155	4
VGM	VGMopen8	VGM8	open	60	61	0,514419532	0,566173443	47	0,615873926	1,642588942	6,519314258	4
VGM	VGMclosed9	VGM9	closed	60	61	0,500997803	0,645632811	112	0,690902692	1,714180412	6,954998361	17
VGM	VGMopen9	VGM9	open	60	61	0,538394134	0,690396736	30	0,680371468	1,360485304	4,913863651	17
VGM	VGMclosed1	VGM1	closed	66	69	0,603612287	0,695232747	22	0,716537372	0,996023003	3,456414214	9
VGM	VGMopen1	VGM1	open	66	69	0,610886775	0,816895043	10	0,6600139	0,754552201	2,644135772	9
VGM	VGMclosed10	VGM10	closed	66	69	0,510167119	0,663152482	41	0,582168433	2,489779669	9,109553702	5
VGM	VGMopen10	VGM10	open	66	69	0,52679516	0,600752697	23	0,596530917	1,124143545	3,823076461	5
VGM	VGMclosed11	VGM11	closed	66	69	0,469145061	0,567355701	58	0,565953461	1,480884989	5,20665209	7
VGM	VGMopen11	VGM11	open	66	69	0,657218497	0,862061455	47	0,432384528	0,724643439	2,400212629	7
VGM	VGMclosed12	VGM12	closed	66	69	0,625222009	0,873451773	41	0,658322926	2,191619424	8,04496914	26
VGM	VGMopen12	VGM12	open	66	69	0,615133952	0,829970484	40	0,612644645	1,409035721	5,116516234	26
VGM	VGMclosed14	VGM14	closed	66	69	0,702403228	0,982618662	33	0,654541509	1,336658201	5,288019019	25
VGM	VGMopen14	VGM14	open	66	69	0,594042365	0,781692684	20	0,58238867	0,935109717	3,262622985	25
VGM	VGMclosed15	VGM15	closed	66	69	0,594271828	0,751360622	50	0,571222199	1,518809233	4,735170669	23
VGM	VGMopen15	VGM15	open	66	69	0,684392857	0,94665731	20	0,784431715	1,081096936	3,719842244	23
VGM	VGMclosed4	VGM4	closed	66	69	0,552611331	0,598213333	94	0,483190439	2,301682101	7,878469198	0
VGM	VGMopen4	VGM4	open	66	69	0,625574387	0,81202293	64	0,502513296	0,901414	3,024861543	0
VGM	VGMclosed5	VGM5	closed	66	69	0,563561697	0,630301216	79	0,591036562	2,114738249	8,680884438	8
VGM	VGMopen5	VGM5	open	66	69	0,604437992	0,836102246	32	0,779820915	2,185533101	8,733967687	8
VGM	VGMclosed6	VGM6	closed	66	69	0,538735524	0,704903985	50	0,771571281	2,623494353	12,04458467	7
VGM	VGMopen6	VGM6	open	66	69	0,611361229	0,68826866	69	0,48928208	1,734946517	5,860595413	7
VGM	VGMclosed7	VGM7	closed	66	69	0,560705399	0,736876325	48	0,603878457	3,028493961	10,46677997	0
VGM	VGMopen7	VGM7	open	66	69	0,465002487	0,496520318	37	0,64744025	1,300742669	4,260921391	0
VGM	VGMclosed8	VGM8	closed	66	69	0,581800862	0,719899736	34	0,859182573	2,820778639	11,39459953	4
VGM	VGMopen8	VGM8	open	66	69	0,503288416	0,554348338	42	0,631453729	1,679895464	6,640876633	4
VGM	VGMclosed9	VGM9	closed	66	69	0,49770176	0,650052097	114	0,716031796	1,815699026	7,483077998	17
VGM	VGMopen9	VGM9	open	66	69	0,516555732	0,673210607	33	0,648975535	1,462429635	5,014196732	17
VGM	VGMclosed1	VGM1	closed	72	74	0,609362461	0,688771876	16	0,716537372	0,996023003	3,456414214	9
VGM	VGMopen1	VGM1	open	72	74	0,635237507	0,81790223	9	0,6600139	0,754552201	2,644135772	9
VGM	VGMclosed10	VGM10	closed	72	74	0,491537348	0,661612941	42	0,582611493	2,556075208	9,300844334	5
VGM	VGMopen10	VGM10	open	72	74	0,66019568	0,749844215	69	0,307373375	0,572951849	1,941810088	5
VGM	VGMclosed11	VGM11	closed	72	74	0,444440426	0,551107244	65	0,549371025	1,546077107	5,301601892	7
VGM	VGMopen11	VGM11	open	72	74	0,668895743	0,891472763	49	0,453449969	0,742651845	2,488033762	7
VGM	VGMclosed12	VGM12	closed	72	74	0,624879716	0,869876649	43	0,658322926	2,191619424	8,04496914	26
VGM	VGMopen12	VGM12	open	72	74	0,617715217	0,833724826	37	0,5936861	1,271394388	4,494234061	26
VGM	VGMclosed14	VGM14	closed	72	74	0,67999533	0,896363099	34	0,674414169	1,542618816	6,396299029	25
VGM	VGMopen14	VGM14	open	72	74	0,574833606	0,765944983	22	0,552399519	0,875906314	3,019100588	25
VGM	VGMclosed15	VGM15	closed	72	74	0,630567481	0,864066692	51	0,521107745	1,319302748	3,978398286	23
VGM	VGMopen15	VGM15	open	72	74	0,62701019	0,885149336	21	0,661387626	0,893204375	3,134115302	23
VGM	VGMclosed4	VGM4	closed	72	74	0,542095093	0,591384883	95	0,483190439	2,301682101	7,878469198	0
VGM	VGMopen4	VGM4	open	72	74	0,595889964	0,723216109	60	0,50826591	1,044727562	3,410877964	0
VGM	VGMclosed5	VGM5	closed	72	74	0,556909774	0,610878902	82	0,582243143	1,915872676	7,59003635	8
VGM	VGMopen5	VGM5	open	72	74	0,583676287	0,823368472	33	0,779820915	2,185533101	8,733967687	8
VGM	VGMclosed6	VGM6	closed	72	74	0,535656857	0,716151417	47	0,781073568	2,657277459	11,73363364	7
VGM	VGMopen6	VGM6	open	72	74	0,597091843	0,666605893	67	0,471071492	1,697770556	5,502273645	7
VGM	VGMclosed7	VGM7	closed	72	74	0,587894161	0,768747391	46	0,616198056	3,004128102	10,50332342	0
VGM	VGMopen7	VGM7	open	72	74	0,470078379	0,496435423	42	0,64744025	1,300742669	4,260921391	0
VGM	VGMclosed8	VGM8	closed	72	74	0,619685818	0,76141394	34	0,887736529	2,737505273	11,42933491	4
VGM	VGMopen8	VGM8	open	72	74	0,486589176	0,556274065	37	0,646208985	1,697247824	6,72437716	4
VGM	VGMclosed9	VGM9	closed	72	74	0,447180751	0,584767955	112	0,609676554	1,655996392	5,963599721	17
VGM	VGMopen9	VGM9	open	72	74	0,527631199	0,670118823	35	0,648975535	1,462429635	5,014196732	17
