Site	UnPlot	UniquePair	Treatment	Time	RealTime	jaccdist	Heucdist	Abund	Estar	Hstar	Dstar	Adpalms
ITA	ITAclosed2	ITA2	closed	42	43	0,577265949	0,796628239	25	0,407543793	1,379403426	4,293441891	11
ITA	ITAopen2	ITA2	open	42	43	0,4831111	0,595413293	10	0,5521783	1,145400029	3,905526091	11
ITA	ITAclosed4	ITA4	closed	42	43	0,546354397	0,520104032	44	0,303751662	1,304115146	3,745048684	6
ITA	ITAopen4	ITA4	open	42	43	0,468640038	0,506909669	15	0,438536209	1,221166666	3,751437532	6
ITA	ITAclosed6	ITA6	closed	42	43	0,471321254	0,564805265	22	0,339969967	1,171334889	3,344479018	14
ITA	ITAopen6	ITA6	open	42	43	0,563777329	0,728483069	17	0,339452104	1,065216948	3,020605259	14
ITA	ITAclosed8	ITA8	closed	42	43	0,421620437	0,532103526	15	0,362143689	1,045019788	3,014431534	12
ITA	ITAopen8	ITA8	open	42	43	0,529281623	0,711889988	10	0,451878503	1,010215719	3,103773677	12
ITA	ITAclosed1	ITA1	closed	48	50	0,404194228	0,545190958	21	0,448917139	1,390162283	4,488713281	20
ITA	ITAopen1	ITA1	open	48	50	0,365767533	0,398869031	11	0,514873335	1,246148811	4,036517474	20
ITA	ITAclosed10	ITA10	closed	48	50	0,432568689	0,565106709	14	0,392433095	1,140367195	3,31626978	5
ITA	ITAopen10	ITA10	open	48	50	0,721218428	0,974660093	1	NA	NA	NA	5
ITA	ITAclosed12	ITA12	closed	48	50	0,62393784	0,461988487	3	NA	NA	NA	21
ITA	ITAopen12	ITA12	open	48	50	0,645694217	0,783359765	5	0,576366925	0,931862568	3,040046756	21
ITA	ITAclosed14	ITA14	closed	48	50	0,595961779	0,751148407	13	0,50673066	1,035675602	3,495153135	5
ITA	ITAopen14	ITA14	open	48	50	0,576672238	0,66052369	5	0,702843361	1,04426326	3,921713766	5
ITA	ITAclosed15	ITA15	closed	48	50	0,577329568	0,485382586	47	0,23679847	1,241962311	3,308951343	8
ITA	ITAopen15	ITA15	open	48	50	0,535748908	0,660199983	10	0,310107645	0,813815923	2,328702828	8
ITA	ITAclosed2	ITA2	closed	48	50	0,590949341	0,820075787	25	0,416337261	1,366678356	4,310575135	11
ITA	ITAopen2	ITA2	open	48	50	0,526294967	0,651588007	11	0,535759247	1,159752099	3,917362645	11
ITA	ITAclosed4	ITA4	closed	48	50	0,537505845	0,524371846	40	0,32872224	1,314448132	3,867226215	6
ITA	ITAopen4	ITA4	open	48	50	0,520320555	0,630770898	11	0,524548328	1,168067938	3,878263869	6
ITA	ITAclosed6	ITA6	closed	48	50	0,487533829	0,587397672	21	0,349833306	1,172512867	3,371539591	14
ITA	ITAopen6	ITA6	open	48	50	0,551271344	0,692838451	17	0,339452104	1,065216948	3,020605259	14
ITA	ITAclosed8	ITA8	closed	48	50	0,411471647	0,524254283	13	0,387990855	1,021371733	3,002908928	12
ITA	ITAopen8	ITA8	open	48	50	0,507130801	0,680227347	11	0,430970421	1,027435285	3,105934555	12
ITA	ITAclosed1	ITA1	closed	54	57	0,472718566	0,608855479	21	0,472626517	1,349581416	4,523941727	20
ITA	ITAopen1	ITA1	open	54	57	0,374492064	0,396425208	14	0,437089136	1,246418587	3,771833704	20
