Site	UnPlot	UniquePair	Treatment	Time	RealTime	jaccdist	Heucdist	Abund	Estar	Hstar	Dstar	Adpalms
CAR	CARopen11	CAR11	open	36	36	0,47362328	0,489869763	38	0,474154638	0,930574597	2,988746096	6
CAR	CARclosed12	CAR12	closed	36	36	0,469867374	0,56921583	31	0,474175711	1,054502306	3,293274937	7
CAR	CARopen12	CAR12	open	36	36	0,55576895	0,643319744	17	0,758652375	1,215699211	4,324527372	7
CAR	CARclosed14	CAR14	closed	36	36	0,660878126	0,976328901	25	0,833881967	1,796052374	7,109685045	2
CAR	CARopen14	CAR14	open	36	36	0,655599938	0,80183496	12	0,865616348	0,960128541	3,680679096	2
CAR	CARclosed15	CAR15	closed	36	36	0,541277957	0,647845259	44	0,53840353	1,225116981	3,806907558	6
CAR	CARopen15	CAR15	open	36	36	0,612726225	0,799116075	21	0,615102798	0,914909134	3,21355567	6
CAR	CARclosed2	CAR2	closed	36	36	0,693453293	1,024898301	45	0,897775171	2,753198055	12,9758505	5
CAR	CARopen2	CAR2	open	36	36	0,636118778	0,858640717	46	0,647133396	1,50430374	5,83956793	5
CAR	CARclosed3	CAR3	closed	36	36	0,646421837	0,831951305	39	0,621544422	1,483692982	5,499647971	4
CAR	CARopen3	CAR3	open	36	36	0,512712153	0,634899788	16	0,657365571	0,997804993	3,542680089	4
CAR	CARclosed4	CAR4	closed	36	36	0,684967891	0,933429604	71	0,502852809	1,122287296	3,883086202	1
CAR	CARopen4	CAR4	open	36	36	0,708171504	1,042622907	38	0,568263024	1,814025153	5,84179827	1
CAR	CARclosed5	CAR5	closed	36	36	0,703071371	0,945756857	64	0,199755908	0,256991357	1,328997995	7
CAR	CARopen5	CAR5	open	36	36	0,495699461	0,629806061	41	0,554672249	0,977616795	3,291560799	7
CAR	CARclosed8	CAR8	closed	36	36	0,585072289	0,727378969	78	0,497160994	1,538524533	5,501451432	9
CAR	CARopen8	CAR8	open	36	36	0,646579398	0,847988277	47	0,369841837	0,616507242	2,068475626	9
CAR	CARclosed9	CAR9	closed	36	36	0,568620659	0,571990471	77	0,301622705	0,744399379	2,292874956	16
CAR	CARopen9	CAR9	open	36	36	0,583450072	0,566644439	48	0,215881947	0,240183699	1,30760252	16
CAR	CARclosed1	CAR1	closed	42	41	0,51679633	0,639642298	28	0,587853762	1,080032422	3,847428221	5
CAR	CARopen1	CAR1	open	42	41	0,661836851	0,749986346	20	NA	NA	NA	5
CAR	CARclosed10	CAR10	closed	42	41	0,576745307	0,605732306	77	0,318131217	0,591504556	1,983201163	7
CAR	CARopen10	CAR10	open	42	41	0,478876106	0,561918647	23	0,232333823	0,154372085	1,190992126	7
CAR	CARclosed11	CAR11	closed	42	41	0,533998689	0,655268161	42	0,621492373	1,17130359	4,228638775	6
CAR	CARopen11	CAR11	open	42	41	0,49280344	0,54511322	37	0,474154638	0,930574597	2,988746096	6
CAR	CARclosed12	CAR12	closed	42	41	0,506556022	0,610470897	28	0,543737359	1,255332876	3,962463686	7
CAR	CARopen12	CAR12	open	42	41	0,473220871	0,548321391	22	0,621265371	1,117926763	3,718056487	7
CAR	CARclosed14	CAR14	closed	42	41	0,657080992	0,952906591	28	0,849563785	1,970826626	8,070962873	2
