ID,Study_Location_new,Study.reference,Frug_Family,Frugivore_Species,Frugivore_Species2,Frug_Body_Mass,Plant_family,Plant_Species,Plant_Species2,interaction,seed_diameter,Type.of.Interaction,Plant_genus,Plant_specific.epiteth,Plant_origin,Plant_Form,fruit_diameter,fruit_length,seed_length,Fruit_color,Lipid_Score,Plants_IUCN,Frug_Class,Frug_Order,Frug_Genus,Frug_Epitetus,Frug_Group,Frug_Body_Mass.1,Frug_Mean_Gape_Size,Frugivory_score,Frug_Migration_status,Frug_IUCN,Frug_Population_Trend,Study_Location,Latitude,Longitude,Precision,Doi.Link,Study_Method
851,"PE Tres Picos, RJ",Parrini e Pacheco 2014,Tyrannidae,Tyrannus melancholicus,Tyrannus_melancholicus,37.4,Sapindaceae,Cupania oblongifolia,Cupania_oblongifolia,Tyrannus melancholicusCupania oblongifolia,9.7,Mutualistic,Cupania,oblongifolia,native,tree,24.93,28.29,11.8,multicolor,3,NE,Aves,Passeriformes,Tyrannus,melancholicus,Small birds,37.4,11.36,1,MIG,LC,Increasing,"PE Tres Picos, RJ",NA,NA,NA,http://www.ao.com.br/download/AO178_55.pdf,Plant-oriented
852,"PE Tres Picos, RJ",Parrini e Pacheco 2014,Turdidae,Turdus amaurochalinus,Turdus_amaurochalinus,57.9,Sapindaceae,Cupania oblongifolia,Cupania_oblongifolia,Turdus amaurochalinusCupania oblongifolia,9.7,Mutualistic,Cupania,oblongifolia,native,tree,24.93,28.29,11.8,multicolor,3,NE,Aves,Passeriformes,Turdus,amaurochalinus,Small birds,57.9,12.1,2,MIG,LC,Stable,"PE Tres Picos, RJ",NA,NA,NA,http://www.ao.com.br/download/AO178_55.pdf,Plant-oriented
853,"PE Tres Picos, RJ",Parrini e Pacheco 2014,Turdidae,Turdus flavipes,Turdus_flavipes,65.33,Sapindaceae,Cupania oblongifolia,Cupania_oblongifolia,Turdus flavipesCupania oblongifolia,9.7,Mutualistic,Cupania,oblongifolia,native,tree,24.93,28.29,11.8,multicolor,3,NE,Aves,Passeriformes,Turdus,flavipes,Small birds,65.33,12.25,3,MIG,LC,Stable,"PE Tres Picos, RJ",NA,NA,NA,http://www.ao.com.br/download/AO178_55.pdf,Plant-oriented
854,"PE Tres Picos, RJ",Parrini e Pacheco 2014,Tyrannidae,Pitangus sulphuratus,Pitangus_sulphuratus,63.33,Sapindaceae,Cupania oblongifolia,Cupania_oblongifolia,Pitangus sulphuratusCupania oblongifolia,9.7,Mutualistic,Cupania,oblongifolia,native,tree,24.93,28.29,11.8,multicolor,3,NE,Aves,Passeriformes,Pitangus,sulphuratus,Small birds,63.33,13.89,2,RES,LC,Increasing,"PE Tres Picos, RJ",NA,NA,NA,http://www.ao.com.br/download/AO178_55.pdf,Plant-oriented
855,"PE Tres Picos, RJ",Parrini e Pacheco 2014,Turdidae,Turdus rufiventris,Turdus_rufiventris,69.5,Sapindaceae,Cupania oblongifolia,Cupania_oblongifolia,Turdus rufiventrisCupania oblongifolia,9.7,Mutualistic,Cupania,oblongifolia,native,tree,24.93,28.29,11.8,multicolor,3,NE,Aves,Passeriformes,Turdus,rufiventris,Small birds,69.5,13.25,2,RES,LC,Stable,"PE Tres Picos, RJ",NA,NA,NA,http://www.ao.com.br/download/AO178_55.pdf,Plant-oriented
856,PARNA Serra Orgaos,Parrini et al  2009,Cotingidae,Carpornis cucullata,Carpornis_cucullata,74.2,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Carpornis cucullataMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Carpornis,cucullata,Large birds,74.2,14.98,3,RES,NT,Decreasing,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
857,PARNA Serra Orgaos,Parrini et al  2009,Tyrannidae,Elaenia mesoleuca,Elaenia_mesoleuca,17.6,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Elaenia mesoleucaMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Elaenia,mesoleuca,Small birds,17.6,7.2,2,MIG,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
858,PARNA Serra Orgaos,Parrini et al  2009,Turdidae,Turdus albicollis,Turdus_albicollis,54,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Turdus albicollisMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Turdus,albicollis,Small birds,54,11.15,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
859,PARNA Serra Orgaos,Parrini et al  2009,Turdidae,Turdus rufiventris,Turdus_rufiventris,69.5,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Turdus rufiventrisMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Turdus,rufiventris,Small birds,69.5,13.25,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
860,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Dacnis cayana,Dacnis_cayana,13,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Dacnis cayanaMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Dacnis,cayana,Small birds,13,5.25,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
861,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Thraupis cyanoptera,Thraupis_cyanoptera,43.3,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Thraupis cyanopteraMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Thraupis,cyanoptera,Small birds,43.3,7.58,2,NA,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
862,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Thraupis ornata,Thraupis_ornata,33,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Thraupis ornataMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Thraupis,ornata,Small birds,33,6.52,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
863,PARNA Serra Orgaos,Parrini et al  2009,Cotingidae,Tijuca atra,Tijuca_atra,80,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Tijuca atraMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Tijuca,atra,Small birds,80,15.25,3,AM,NT,Decreasing,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
864,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Poospiza thoracica,Poospiza_thoracica,11.9,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Poospiza thoracicaMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Poospiza,thoracica,Small birds,11.9,NA,2,RES,LC,Decreasing,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
865,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Stephanophorus diadematus,Stephanophorus_diadematus,35.4,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Stephanophorus diadematusMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Stephanophorus,diadematus,Small birds,35.4,6,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
866,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Trichothraupis melanops,Trichothraupis_melanops,24.3,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Trichothraupis melanopsMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Trichothraupis,melanops,Small birds,24.3,8.53,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
867,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Tangara desmaresti,Tangara_desmaresti,20.4,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Tangara desmarestiMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Tangara,desmaresti,Small birds,20.4,4.59,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
869,PARNA Serra Orgaos,Parrini et al  2009,Tyrannidae,Elaenia flavogaster,Elaenia_flavogaster,24.8,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Elaenia flavogasterMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Elaenia,flavogaster,Small birds,24.8,8.35,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
870,PARNA Serra Orgaos,Parrini et al  2009,Tyrannidae,Phyllomyias fasciatus,Phyllomyias_fasciatus,10.3,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Phyllomyias fasciatusMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Phyllomyias,fasciatus,Small birds,10.3,11.8,1,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
871,PARNA Serra Orgaos,Parrini et al  2009,Tyrannidae,Knipolegus nigerrimus,Knipolegus_nigerrimus,20.3,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Knipolegus nigerrimusMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Knipolegus,nigerrimus,Small birds,20.3,NA,1,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
872,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Dacnis cayana,Dacnis_cayana,13,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Dacnis cayanaMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Dacnis,cayana,Small birds,13,5.25,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
873,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Tangara cayana,Tangara_cayana,18,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Tangara cayanaMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Tangara,cayana,Small birds,18,7.42,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
874,PARNA Serra Orgaos,Parrini et al  2009,Turdidae,Turdus flavipes,Turdus_flavipes,65.33,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Turdus flavipesMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Turdus,flavipes,Small birds,65.33,12.25,3,MIG,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
875,PARNA Serra Orgaos,Parrini et al  2009,Turdidae,Turdus albicollis,Turdus_albicollis,54,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Turdus albicollisMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Turdus,albicollis,Small birds,54,11.15,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
876,PARNA Serra Orgaos,Parrini et al  2009,Cardinalidae,Saltator similis,Saltator_similis,43.3,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Saltator similisMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Saltator,similis,Small birds,43.3,11,2,RES,LC,Decreasing,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
877,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Tachyphonus coronatus,Tachyphonus_coronatus,29.3,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Tachyphonus coronatusMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Tachyphonus,coronatus,Small birds,29.3,8.42,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
878,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Thraupis sayaca,Thraupis_sayaca,32.5,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Thraupis sayacaMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Thraupis,sayaca,Small birds,32.5,8.92,3,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
879,PARNA Serra Orgaos,Parrini et al  2009,Turdidae,Turdus amaurochalinus,Turdus_amaurochalinus,57.9,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Turdus amaurochalinusMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Turdus,amaurochalinus,Small birds,57.9,12.1,2,MIG,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
880,PARNA Serra Orgaos,Parrini et al  2009,Turdidae,Turdus rufiventris,Turdus_rufiventris,69.5,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Turdus rufiventrisMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Turdus,rufiventris,Small birds,69.5,13.25,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
881,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Poospiza thoracica,Poospiza_thoracica,11.9,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Poospiza thoracicaMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Poospiza,thoracica,Small birds,11.9,NA,2,RES,LC,Decreasing,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
882,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Pipraeidea melanonota,Pipraeidea_melanonota,21,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Pipraeidea melanonotaMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Pipraeidea,melanonota,Small birds,21,6.79,2,AM,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
883,PARNA Serra Orgaos,Parrini et al  2009,Cardinalidae,Saltator maxillosus,Saltator_maxillosus,50.8,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Saltator maxillosusMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Saltator,maxillosus,Small birds,50.8,NA,2,NA,LC,Unknown,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
884,PARNA Serra Orgaos,Parrini et al  2009,Emberizidae,Zonotrichia capensis,Zonotrichia_capensis,20.75,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Zonotrichia capensisMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Zonotrichia,capensis,Small birds,20.75,5.21,1,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
885,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Poospiza lateralis,Poospiza_lateralis,19.2,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Poospiza lateralisMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Poospiza,lateralis,Small birds,19.2,4.32,2,RES,LC,Decreasing,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
886,PARNA Serra Orgaos,Parrini et al  2009,Tyrannidae,Elaenia mesoleuca,Elaenia_mesoleuca,17.6,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Elaenia mesoleucaMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Elaenia,mesoleuca,Small birds,17.6,7.2,2,MIG,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
887,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Thraupis ornata,Thraupis_ornata,33,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Thraupis ornataMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Thraupis,ornata,Small birds,33,6.52,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
888,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Tangara desmaresti,Tangara_desmaresti,20.4,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Tangara desmarestiMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Tangara,desmaresti,Small birds,20.4,4.59,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
889,PARNA Serra Orgaos,Parrini et al  2009,Thraupidae,Stephanophorus diadematus,Stephanophorus_diadematus,35.4,Melastomataceae,Miconia sellowiana,Miconia_sellowiana,Stephanophorus diadematusMiconia sellowiana,0.3,Mutualistic,Miconia,sellowiana,native,scrub,2.4,2.3,0.4,black,1,NE,Aves,Passeriformes,Stephanophorus,diadematus,Small birds,35.4,6,2,RES,LC,Stable,PARNA Serra Orgaos,NA,NA,NA,http://www.scielo.br/scielo.php?script=sci_nlinks&ref=000138&pid=S1519-6984201200010000300049&lng=en,Plant-oriented
940,ARIE Santa Genebra,Pizo 1997,Cotingidae,Pachyramphus validus,Pachyramphus_validus,43,Meliaceae,Cabralea canjerana,Cabralea_canjerana,Pachyramphus validusCabralea canjerana,9,Mutualistic,Cabralea,canjerana,native,tree,25,28,10,red,3,LC,Aves,Passeriformes,Pachyramphus,validus,Small birds,43,13.28,1,RES,LC,Stable,ARIE Santa Genebra,-22.816667,-47.1,preciso,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0266467400010713,Plant-oriented
941,ARIE Santa Genebra,Pizo 1997,Tyrannidae,Empidonomus varius,Empidonomus_varius,27.1,Meliaceae,Cabralea canjerana,Cabralea_canjerana,Empidonomus variusCabralea canjerana,9,Mutualistic,Cabralea,canjerana,native,tree,25,28,10,red,3,LC,Aves,Passeriformes,Empidonomus,varius,Small birds,27.1,9.91,1,MIG,LC,Stable,ARIE Santa Genebra,-22.816667,-47.1,preciso,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0266467400010713,Plant-oriented
942,ARIE Santa Genebra,Pizo 1997,Tyrannidae,Megarynchus pitangua,Megarynchus_pitangua,66.7,Meliaceae,Cabralea canjerana,Cabralea_canjerana,Megarynchus pitanguaCabralea canjerana,9,Mutualistic,Cabralea,canjerana,native,tree,25,28,10,red,3,LC,Aves,Passeriformes,Megarynchus,pitangua,Small birds,66.7,17.81,1,RES,LC,Stable,ARIE Santa Genebra,-22.816667,-47.1,preciso,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0266467400010713,Plant-oriented
943,ARIE Santa Genebra,Pizo 1997,Tyrannidae,Tyrannus savana,Tyrannus_savana,31.9,Meliaceae,Cabralea canjerana,Cabralea_canjerana,Tyrannus savanaCabralea canjerana,9,Mutualistic,Cabralea,canjerana,native,tree,25,28,10,red,3,LC,Aves,Passeriformes,Tyrannus,savana,Small birds,31.9,NA,1,MIG,LC,Stable,ARIE Santa Genebra,-22.816667,-47.1,preciso,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0266467400010713,Plant-oriented
944,ARIE Santa Genebra,Pizo 1997,Tyrannidae,Tyrannus melancholicus,Tyrannus_melancholicus,37.4,Meliaceae,Cabralea canjerana,Cabralea_canjerana,Tyrannus melancholicusCabralea canjerana,9,Mutualistic,Cabralea,canjerana,native,tree,25,28,10,red,3,LC,Aves,Passeriformes,Tyrannus,melancholicus,Small birds,37.4,11.36,1,MIG,LC,Increasing,ARIE Santa Genebra,-22.816667,-47.1,preciso,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0266467400010713,Plant-oriented
945,ARIE Santa Genebra,Pizo 1997,Cardinalidae,Saltator similis,Saltator_similis,43.3,Meliaceae,Cabralea canjerana,Cabralea_canjerana,Saltator similisCabralea canjerana,9,Mutualistic,Cabralea,canjerana,native,tree,25,28,10,red,3,LC,Aves,Passeriformes,Saltator,similis,Small birds,43.3,11,2,RES,LC,Decreasing,ARIE Santa Genebra,-22.816667,-47.1,preciso,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0266467400010713,Plant-oriented
946,ARIE Santa Genebra,Pizo 1997,Pipridae,Chiroxiphia caudata,Chiroxiphia_caudata,25.6,Meliaceae,Cabralea canjerana,Cabralea_canjerana,Chiroxiphia caudataCabralea canjerana,9,Mutualistic,Cabralea,canjerana,native,tree,25,28,10,red,3,LC,Aves,Passeriformes,Chiroxiphia,caudata,Small birds,25.6,9.5,3,RES,LC,Stable,ARIE Santa Genebra,-22.816667,-47.1,preciso,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0266467400010713,Plant-oriented
947,ARIE Santa Genebra,Pizo 1997,Pipridae,Manacus manacus,Manacus_manacus,16.7,Meliaceae,Cabralea canjerana,Cabralea_canjerana,Manacus manacusCabralea canjerana,9,Mutualistic,Cabralea,canjerana,native,tree,25,28,10,red,3,LC,Aves,Passeriformes,Manacus,manacus,Small birds,16.7,8.19,3,RES,LC,Stable,ARIE Santa Genebra,-22.816667,-47.1,preciso,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0266467400010713,Plant-oriented
948,ARIE Santa Genebra,Pizo 1997,Tyrannidae,Pitangus sulphuratus,Pitangus_sulphuratus,63.33,Meliaceae,Cabralea canjerana,Cabralea_canjerana,Pitangus sulphuratusCabralea canjerana,9,Mutualistic,Cabralea,canjerana,native,tree,25,28,10,red,3,LC,Aves,Passeriformes,Pitangus,sulphuratus,Small birds,63.33,13.89,2,RES,LC,Increasing,ARIE Santa Genebra,-22.816667,-47.1,preciso,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0266467400010713,Plant-oriented
949,ARIE Santa Genebra,Pizo 1997,Tyrannidae,Myiarchus ferox,Myiarchus_ferox,27.5,Meliaceae,Cabralea canjerana,Cabralea_canjerana,Myiarchus feroxCabralea canjerana,9,Mutualistic,Cabralea,canjerana,native,tree,25,28,10,red,3,LC,Aves,Passeriformes,Myiarchus,ferox,Small birds,27.5,10.44,1,RES,LC,Decreasing,ARIE Santa Genebra,-22.816667,-47.1,preciso,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0266467400010713,Plant-oriented
950,ARIE Santa Genebra,Pizo 1997,Turdidae,Turdus leucomelas,Turdus_leucomelas,69.1,Meliaceae,Cabralea canjerana,Cabralea_canjerana,Turdus leucomelasCabralea canjerana,9,Mutualistic,Cabralea,canjerana,native,tree,25,28,10,red,3,LC,Aves,Passeriformes,Turdus,leucomelas,Small birds,69.1,12.55,2,RES,LC,Stable,ARIE Santa Genebra,-22.816667,-47.1,preciso,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0266467400010713,Plant-oriented
