ID,Study_Location_new,Study.reference,Frug_Family,Frugivore_Species,Frugivore_Species2,Frug_Body_Mass,Plant_family,Plant_Species,Plant_Species2,interaction,seed_diameter,Type.of.Interaction,Plant_genus,Plant_specific.epiteth,Plant_origin,Plant_Form,fruit_diameter,fruit_length,seed_length,Fruit_color,Lipid_Score,Plants_IUCN,Frug_Class,Frug_Order,Frug_Genus,Frug_Epitetus,Frug_Group,Frug_Body_Mass.1,Frug_Mean_Gape_Size,Frugivory_score,Frug_Migration_status,Frug_IUCN,Frug_Population_Trend,Study_Location,Latitude,Longitude,Precision,Doi.Link,Study_Method
5537,PE Carlos Botelho,Rodrigues  S B M  2015,Turdidae,Turdus amaurochalinus,Turdus_amaurochalinus,57.9,Melastomataceae,Miconia tristis,Miconia_tristis,Turdus amaurochalinusMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Turdus,amaurochalinus,Small birds,57.9,12.1,2,MIG,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5538,PE Carlos Botelho,Rodrigues  S B M  2015,Emberizidae,Zonotrichia capensis,Zonotrichia_capensis,20.75,Melastomataceae,Miconia tristis,Miconia_tristis,Zonotrichia capensisMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Zonotrichia,capensis,Small birds,20.75,5.21,1,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5539,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Dacnis cayana,Dacnis_cayana,13,Melastomataceae,Miconia tristis,Miconia_tristis,Dacnis cayanaMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Dacnis,cayana,Small birds,13,5.25,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5540,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Tangara cayana,Tangara_cayana,18,Melastomataceae,Miconia tristis,Miconia_tristis,Tangara cayanaMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Tangara,cayana,Small birds,18,7.42,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5541,PE Carlos Botelho,Rodrigues  S B M  2015,Vireonidae,Vireo olivaceus,Vireo_olivaceus,16.17,Melastomataceae,Miconia tristis,Miconia_tristis,Vireo olivaceusMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Vireo,olivaceus,Small birds,16.17,6.76,2,AM,LC,Increasing,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5542,PE Carlos Botelho,Rodrigues  S B M  2015,Fringillidae,Euphonia chlorotica,Euphonia_chlorotica,11,Melastomataceae,Miconia tristis,Miconia_tristis,Euphonia chloroticaMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Euphonia,chlorotica,Small birds,11,6.15,3,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5543,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Tachyphonus coronatus,Tachyphonus_coronatus,29.3,Melastomataceae,Miconia tristis,Miconia_tristis,Tachyphonus coronatusMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Tachyphonus,coronatus,Small birds,29.3,8.42,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5544,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Tangara cyanocephala,Tangara_cyanocephala,18,Melastomataceae,Miconia tristis,Miconia_tristis,Tangara cyanocephalaMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Tangara,cyanocephala,Small birds,18,5.17,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5545,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Tangara cyanoptera,Tangara_cyanoptera,20.7,Melastomataceae,Miconia tristis,Miconia_tristis,Tangara cyanopteraMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Tangara,cyanoptera,Small birds,20.7,NA,2,RES,LC,Decreasing,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5546,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Tangara desmaresti,Tangara_desmaresti,20.4,Melastomataceae,Miconia tristis,Miconia_tristis,Tangara desmarestiMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Tangara,desmaresti,Small birds,20.4,4.59,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5547,PE Carlos Botelho,Rodrigues  S B M  2015,Ramphastidae,Ramphastos dicolorus,Ramphastos_dicolorus,331,Melastomataceae,Miconia tristis,Miconia_tristis,Ramphastos dicolorusMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Piciformes,Ramphastos,dicolorus,Large birds,331,30.1,3,AM,LC,Decreasing,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5548,PE Carlos Botelho,Rodrigues  S B M  2015,Coerebidae,Coereba flaveola,Coereba_flaveola,10.34,Melastomataceae,Miconia tristis,Miconia_tristis,Coereba flaveolaMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Coereba,flaveola,Small birds,10.34,6.78,1,NA,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5549,PE Carlos Botelho,Rodrigues  S B M  2015,Picidae,Melanerpes flavifrons,Melanerpes_flavifrons,58,Melastomataceae,Miconia tristis,Miconia_tristis,Melanerpes flavifronsMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Piciformes,Melanerpes,flavifrons,Small birds,58,10.66,1,RES,LC,Unknown,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5550,PE Carlos Botelho,Rodrigues  S B M  2015,Tyrannidae,Elaenia flavogaster,Elaenia_flavogaster,24.8,Melastomataceae,Miconia tristis,Miconia_tristis,Elaenia flavogasterMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Elaenia,flavogaster,Small birds,24.8,8.35,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5551,PE Carlos Botelho,Rodrigues  S B M  2015,Turdidae,Turdus leucomelas,Turdus_leucomelas,69.1,Melastomataceae,Miconia tristis,Miconia_tristis,Turdus leucomelasMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Turdus,leucomelas,Small birds,69.1,12.55,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5552,PE Carlos Botelho,Rodrigues  S B M  2015,Tyrannidae,Myiodynastes maculatus,Myiodynastes_maculatus,43.2,Melastomataceae,Miconia tristis,Miconia_tristis,Myiodynastes maculatusMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Myiodynastes,maculatus,Small birds,43.2,14.61,1,MIG,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5553,PE Carlos Botelho,Rodrigues  S B M  2015,Tyrannidae,Tyrannus melancholicus,Tyrannus_melancholicus,37.4,Melastomataceae,Miconia tristis,Miconia_tristis,Tyrannus melancholicusMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Tyrannus,melancholicus,Small birds,37.4,11.36,1,MIG,LC,Increasing,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5554,PE Carlos Botelho,Rodrigues  S B M  2015,Troglodytidae,Troglodytes aedon,Troglodytes_aedon,10.86,Melastomataceae,Miconia tristis,Miconia_tristis,Troglodytes aedonMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Troglodytes,aedon,Small birds,10.86,NA,1,NA,LC,Increasing,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5555,PE Carlos Botelho,Rodrigues  S B M  2015,Tyrannidae,Camptostoma obsoletum,Camptostoma_obsoletum,8.1,Melastomataceae,Miconia tristis,Miconia_tristis,Camptostoma obsoletumMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Camptostoma,obsoletum,Small birds,8.1,5.02,1,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5556,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Thraupis ornata,Thraupis_ornata,33,Melastomataceae,Miconia tristis,Miconia_tristis,Thraupis ornataMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Thraupis,ornata,Small birds,33,6.52,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5557,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Thraupis palmarum,Thraupis_palmarum,39,Melastomataceae,Miconia tristis,Miconia_tristis,Thraupis palmarumMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Thraupis,palmarum,Small birds,39,8.28,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5558,PE Carlos Botelho,Rodrigues  S B M  2015,Tyrannidae,Attila phoenicurus,Attila_phoenicurus,32.3,Melastomataceae,Miconia tristis,Miconia_tristis,Attila phoenicurusMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Attila,phoenicurus,Small birds,32.3,11.77,1,RES,LC,Decreasing,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5559,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Hemithraupis ruficapilla,Hemithraupis_ruficapilla,11,Melastomataceae,Miconia tristis,Miconia_tristis,Hemithraupis ruficapillaMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Hemithraupis,ruficapilla,Small birds,11,4,2,MIG,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5560,PE Carlos Botelho,Rodrigues  S B M  2015,Tyrannidae,Mionectes rufiventris,Mionectes_rufiventris,13.3,Melastomataceae,Miconia tristis,Miconia_tristis,Mionectes rufiventrisMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Mionectes,rufiventris,Small birds,13.3,7.92,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5561,PE Carlos Botelho,Rodrigues  S B M  2015,Turdidae,Turdus rufiventris,Turdus_rufiventris,69.5,Melastomataceae,Miconia tristis,Miconia_tristis,Turdus rufiventrisMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Turdus,rufiventris,Small birds,69.5,13.25,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5562,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Thraupis episcopus,Thraupis_episcopus,35,Melastomataceae,Miconia tristis,Miconia_tristis,Thraupis episcopusMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Thraupis,episcopus,Small birds,35,10.1,2,NA,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5563,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Tangara seledon,Tangara_seledon,18.7,Melastomataceae,Miconia tristis,Miconia_tristis,Tangara seledonMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Tangara,seledon,Small birds,18.7,6.12,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5564,PE Carlos Botelho,Rodrigues  S B M  2015,Tyrannidae,Elaenia sp,Elaenia_sp,NA,Melastomataceae,Miconia tristis,Miconia_tristis,Elaenia spMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Elaenia,,Small birds,NA,NA,2,NA,NA,NA,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5565,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Conirostrum speciosum,Conirostrum_speciosum,8.8,Melastomataceae,Miconia tristis,Miconia_tristis,Conirostrum speciosumMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Conirostrum,speciosum,Small birds,8.8,2.8,1,RES,LC,Decreasing,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5566,PE Carlos Botelho,Rodrigues  S B M  2015,Tyrannidae,Phylloscartes sylviolus,Phylloscartes_sylviolus,8,Melastomataceae,Miconia tristis,Miconia_tristis,Phylloscartes sylviolusMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Phylloscartes,sylviolus,Small birds,8,NA,1,RES,NT,Decreasing,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5567,PE Carlos Botelho,Rodrigues  S B M  2015,Tyrannidae,Empidonomus varius,Empidonomus_varius,27.1,Melastomataceae,Miconia tristis,Miconia_tristis,Empidonomus variusMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Empidonomus,varius,Small birds,27.1,9.91,1,MIG,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5568,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Tersina viridis,Tersina_viridis,29,Melastomataceae,Miconia tristis,Miconia_tristis,Tersina viridisMiconia tristis,0.3,Mutualistic,Miconia,tristis,native,scrub,3.6,3.4,0.4,black,1,NE,Aves,Passeriformes,Tersina,viridis,Small birds,29,10.68,3,AM,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5576,PE Carlos Botelho,Rodrigues  S B M  2015,Emberizidae,Zonotrichia capensis,Zonotrichia_capensis,20.75,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Zonotrichia capensisMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Zonotrichia,capensis,Small birds,20.75,5.21,1,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5577,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Dacnis cayana,Dacnis_cayana,13,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Dacnis cayanaMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Dacnis,cayana,Small birds,13,5.25,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5578,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Tangara cayana,Tangara_cayana,18,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Tangara cayanaMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Tangara,cayana,Small birds,18,7.42,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5579,PE Carlos Botelho,Rodrigues  S B M  2015,Icteridae,Cacicus chrysopterus,Cacicus_chrysopterus,41,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Cacicus chrysopterusMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Cacicus,chrysopterus,Large birds,41,7.7,1,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5580,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Tachyphonus coronatus,Tachyphonus_coronatus,29.3,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Tachyphonus coronatusMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Tachyphonus,coronatus,Small birds,29.3,8.42,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5581,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Tangara cyanocephala,Tangara_cyanocephala,18,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Tangara cyanocephalaMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Tangara,cyanocephala,Small birds,18,5.17,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5582,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Tangara desmaresti,Tangara_desmaresti,20.4,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Tangara desmarestiMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Tangara,desmaresti,Small birds,20.4,4.59,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5583,PE Carlos Botelho,Rodrigues  S B M  2015,Tyrannidae,Lathrotriccus euleri,Lathrotriccus_euleri,11.35,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Lathrotriccus euleriMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Lathrotriccus,euleri,Small birds,11.35,6.84,1,NA,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5584,PE Carlos Botelho,Rodrigues  S B M  2015,Turdidae,Turdus leucomelas,Turdus_leucomelas,69.1,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Turdus leucomelasMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Turdus,leucomelas,Small birds,69.1,12.55,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5585,PE Carlos Botelho,Rodrigues  S B M  2015,Tyrannidae,Camptostoma obsoletum,Camptostoma_obsoletum,8.1,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Camptostoma obsoletumMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Camptostoma,obsoletum,Small birds,8.1,5.02,1,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5586,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Thraupis ornata,Thraupis_ornata,33,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Thraupis ornataMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Thraupis,ornata,Small birds,33,6.52,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5587,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Thraupis palmarum,Thraupis_palmarum,39,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Thraupis palmarumMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Thraupis,palmarum,Small birds,39,8.28,2,RES,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5588,PE Carlos Botelho,Rodrigues  S B M  2015,Vireonidae,Hylophilus poicilotis,Hylophilus_poicilotis,10.4,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Hylophilus poicilotisMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Hylophilus,poicilotis,Small birds,10.4,NA,1,RES,LC,Unknown,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5589,PE Carlos Botelho,Rodrigues  S B M  2015,Thraupidae,Thraupis episcopus,Thraupis_episcopus,35,Primulaceae,Myrsine coriacea,Myrsine_coriacea,Thraupis episcopusMyrsine coriacea,NA,Mutualistic,Myrsine,coriacea,native,tree,3.3,4,NA,black,1,NE,Aves,Passeriformes,Thraupis,episcopus,Small birds,35,10.1,2,NA,LC,Stable,PE Carlos Botelho,-24.141417,-47.974033,preciso,Rede de interaç_es entre aves frugêvoras e plantas em uma _rea de Mata Atl_ntica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
